"","tracks","track_id","track_pop","artist","artist_full","artist_id","album","album_id","playlist_index","artist_name","artist_pop","artist_followers","genres"
"2059","Blue Voyager","7BVWBbNukEsUpFeB2OCrhK",39,"Hubert Daviz","Hubert Daviz feat. Anthony Drawn feat. Wun Two","5q0zWFDxHYStTxfgjGHgW7","Blue Voyager","46HG6ddvPCtRs7fmjyd3Bz",32,"Hubert Daviz",49,8877,"abstract beats;chillhop;indie deutschrap;jazz boom bap;wonky"
"2060","Lucid Dream","4cmKS3OcQ4CiVjRWPx1zJw",41,"PRGMAT","PRGMAT","3n36M7jE1JSaZ5OXHdxo37","SENTIMENT LP: THE POSTSCRIPTUM","4kviWRCgqjCCFjEr0DfLMd",32,"PRGMAT",34,789,""
"2061","Electro-Shock Blues","5LoI4n2LjE5QzE4k7Akmh2",40,"Eels","Eels","3zunDAtRDg7kflREzWAhxl","Electro-Shock Blues","6SZeOhypPklZ2oLywHluyS",33,"Eels",64,330539,"alternative rock;melancholia"
"2062","Ladies and Gentlemen We Are Floating in Space","7Bq0iyHYCOJ7lzRIC9fCDh",0,"Spiritualized","Spiritualized","6DKmuXxXASTF6xaJwcTfjv","Ladies & Gentlemen We Are Floating In Space","6OZQfQj94Lidi1EMpXydbh",33,"Spiritualized",53,169791,"alternative rock;art pop;art rock;britpop;freak folk;noise pop;nu gaze;shoegaze"
"2063","Echo's Answer","7kBoYDqxYcmOjnJxA2qYKt",35,"Broadcast","Broadcast","0WtTGUjbur1R1cNzBvbsMU","Echo's Answer","1DmdiTPv7V21Ca8tsPxVwk",33,"Broadcast",53,105079,"alternative rock;art pop;art rock;chamber psych;chillwave;dance-punk;dream pop;electronica;experimental;freak folk;garage psych;hauntology;indie pop;indietronica;nu gaze"
"2064","Pack Yr Romantic Mind","48Oewsngh2r6BmGd9XmTY0",42,"Stereolab","Stereolab","3Rj0tDHoX7C5NFq5DKIpHt","Transient Random-Noise Bursts With Announcements","161DnvvWCUqCQ6vFHls1nM",33,"Stereolab",56,169651,"alternative rock;art pop;art rock;chamber psych;dance rock;dance-punk;electronica;experimental;experimental pop;freak folk;indietronica;lo-fi;neo-psychedelic;new wave;noise pop"
"2065","Game of Pricks","0IOsyajRwGLKRpbIBEsTdm",0,"Guided By Voices","Guided By Voices","4oV5EVJ0XFWsJKoOvdRPvl","Alien Lanes","0d72ueyZJ4Hiplg0jebzGM",33,"Guided By Voices",53,108450,"alternative pop;alternative rock;anti-folk;art rock;dance rock;freak folk;garage psych;gbvfi;indie pop;indie rock;lo-fi;modern power pop;noise pop;ohio indie;post-hardcore;power pop"
"2066","Cherry-coloured Funk","6sVQNUvcVFTXvlk3ec0ngd",65,"Cocteau Twins","Cocteau Twins","5Wabl1lPdNOeIn0SQ5A1mp","Heaven Or Las Vegas (Remastered)","37hHXJ7xas2Nb7Jbi8ip4E",33,"Cocteau Twins",63,350465,"alternative rock;art pop;art rock;chamber psych;dance rock;dream pop;ethereal wave;melancholia;new wave;scottish indie;shoegaze"
"2067","Pitseleh","1Q0sk7b7PAGjgC3R5zyuWt",52,"Elliott Smith","Elliott Smith","2ApaG60P4r0yhBoDCGD8YG","XO","1zOxlHQGGV6EH7n4OIFTyh",33,"Elliott Smith",66,579082,"alternative rock;indie folk;indie pop;indie rock;melancholia;singer-songwriter"
"2068","Some Things Last A Long Time","4ndBp2Mm0oBNOdjyQvJ9jz",51,"Daniel Johnston","Daniel Johnston","1jeYbk5eqo6wgsQPjLeU5w","1990","7h4VPRS9s2IXwcLkeSekEb",33,"Daniel Johnston",54,177229,"alternative rock;anti-folk;freak folk;indie rock;lo-fi;melancholia;outsider"
"2069","Alison","55CenVQ4alvDJ1PS8aYB0m",0,"Slowdive","Slowdive","72X6FHxaShda0XeQw3vbeF","Souvlaki","76Yzub5fwYE4eMwcjlzSDd",33,"Slowdive",61,351402,"alternative rock;art pop;dream pop;indie rock;nu gaze;reading indie;shoegaze"
"2070","Frontier Psychiatrist","0E2UdlzNQP9I70MYumYlFo",54,"The Avalanches","The Avalanches","3C8RpaI3Go0yFF9whvKoED","Since I Left You","3GBnNRYsxBfEeMSMmTpJ25",33,"The Avalanches",65,320787,"alternative dance;australian alternative rock;australian dance;collage pop;electronica;new rave;psychedelic hip hop"
"2071","A.M. 180","1tMHDdJEz8MFrkPFgwFACG",51,"Grandaddy","Grandaddy","3W4xM5XYtUp4ifYYPVKVdk","Under The Western Freeway","57FtCFNPyiqlltBLhFGDYi",33,"Grandaddy",52,107738,"alternative rock;anti-folk;freak folk;indie pop;indie rock;lo-fi"
"2072","Holland, 1945","4iwMhMvcTqukn1n3NVjb2N",60,"Neutral Milk Hotel","Neutral Milk Hotel","2ooIqOf4X2uz4mMptXCtie","In the Aeroplane Over the Sea","5COXoP5kj2DWfCDg0vxi4F",33,"Neutral Milk Hotel",62,451485,"alternative rock;anti-folk;athens indie;e6fi;freak folk;indie pop;indie rock;lo-fi;modern rock"
"2073","Say It Ain't So","4YPhn26bIFm2KUkL1VLzQG",0,"Weezer","Weezer","3jOstUTkEu2JkjvRdBA5Gu","Weezer (Deluxe Edition)","33CmI2lR8PnQwz6133Mc7l",33,"Weezer",76,2129816,"alternative rock;modern power pop;modern rock;permanent wave;pop punk;pop rock;rock"
"2074","Child Psychology","68lYnrHMQlCNmVpvyeVfrq",42,"Black Box Recorder","Black Box Recorder","6Hd3xhv1sj3rlojjvGLkGR","England Made Me","6iVmyoxtAHZ0hfOiHetcpf",33,"Black Box Recorder",35,12582,"britpop"
"2075","Baby Britain","3pwj90XGAD6I0jO3q6fkCx",47,"Elliott Smith","Elliott Smith","2ApaG60P4r0yhBoDCGD8YG","XO","1zOxlHQGGV6EH7n4OIFTyh",33,"Elliott Smith",66,579082,"alternative rock;indie folk;indie pop;indie rock;melancholia;singer-songwriter"
"2076","Venus As A Boy","0NNgY2gc1TUwBQoVp98Fxw",57,"Björk","Björk","7w29UYBi0qsHi5RTcv3lmA","Debut","2Fb37JsRMVPASJcl3wwDOa",33,"Björk",66,1229184,"alternative dance;art pop;chamber psych;dance pop;electronica;electropop;experimental pop;experimental vocal;icelandic experimental;icelandic pop;metropopolis;permanent wave;pop rock;trip hop"
"2077","True Love Will Find You In The End","1qPLYFQSrJvXAGdlaogVAK",41,"Daniel Johnston","Daniel Johnston","1jeYbk5eqo6wgsQPjLeU5w","Welcome To My World","5jeLvqEqJ72sfz818Sj1Qg",33,"Daniel Johnston",54,177229,"alternative rock;anti-folk;freak folk;indie rock;lo-fi;melancholia;outsider"
"2078","Autumn Sweater","4R7kumtHnf5SsKyPYrVO5r",64,"Yo La Tengo","Yo La Tengo","5hAhrnb0Ch4ODwWu4tsbpi","I Can Hear The Heart Beating As One","3NFNNMIWnByvVPvCf7LsRU",33,"Yo La Tengo",64,345104,"alternative rock;anti-folk;art pop;dream pop;freak folk;indie pop;indie rock;lo-fi;new jersey indie;permanent wave"
"2079","Sleep on the Left Side","3LnQgPB7vk10dMauhjUkLp",35,"Cornershop","Cornershop","3Kf7VEIRWquxrNIuyJZnfF","When I Was Born For The 7th Time (Expanded)","73LY6QtbR0xA3l5RUBXxjf",33,"Cornershop",55,37742,"britpop"
"2080","Where Is My Mind?","6mcxQ1Y3uQRU0IHsvdNLH1",77,"Pixies","Pixies","6zvul52xwTWzilBZl6BUbT","Surfer Rosa (Remastered)","2l7RPWC3E6eStJJLBsUeCI",33,"Pixies",73,1696112,"alternative rock;art rock;boston rock;modern rock;permanent wave;rock"
"2081","6 Underground","1DXvCb8J3ykBU3nkThdXE3",0,"Sneaker Pimps","Sneaker Pimps","1EJWNhiYbOyeUHbsS7Kp1P","Becoming X","6GJzRv7WrIU16oNk1pIdwO",33,"Sneaker Pimps",51,166445,"alternative dance;electronica;trip hop"
"2082","Heywood Lane","7u6YNh2ElYC3b2BQJIyn9f",35,"Gorky's Zygotic Mynci","Gorky's Zygotic Mynci","5ShFRZUGJZL1qMkIPtYV5M","Barafundle","4gPAbPEWrnz3KmSvJJBS1f",33,"Gorky's Zygotic Mynci",37,15574,"britpop;chamber pop;welsh rock"
"2083","Say Yes","7zVfEu1dEvRw4EkWoqrBkx",53,"Elliott Smith","Elliott Smith","2ApaG60P4r0yhBoDCGD8YG","Either/Or","5hryhrT7wEdLnZCbJX9F6L",33,"Elliott Smith",66,579082,"alternative rock;indie folk;indie pop;indie rock;melancholia;singer-songwriter"
"2084","Overcome","0tYEsmdrsv5Fi3UOn58bou",49,"Tricky","Tricky","6hhA8TKRNryM8FNzqCqdDO","Maxinquaye (Deluxe Edition)","4pWLQ312KAN43yhm3omkZo",33,"Tricky",59,341488,"art pop;big beat;electronica;nu jazz;trip hop"
"2085","A Letter To Elise","7mEGddVRDdESAibWOnbXoA",56,"The Cure","The Cure","7bu3H8JO7d0UbMoVzbo70s","Wish","0aEL0zQ4XLuxQP0j7sLlS1",33,"The Cure",78,2835726,"dance rock;new romantic;new wave;permanent wave;rock"
"2086","You Can Have It All","4GrfClvQgCVLsCfqw7YthQ",59,"Yo La Tengo","Yo La Tengo","5hAhrnb0Ch4ODwWu4tsbpi","And Then Nothing Turned Itself Inside-Out","5egsoXU4SPbj38cP9sBlXk",33,"Yo La Tengo",64,345104,"alternative rock;anti-folk;art pop;dream pop;freak folk;indie pop;indie rock;lo-fi;new jersey indie;permanent wave"
"2087","The Distance","0fsz7tJ7UKXT9hliLfO7aE",60,"Cake","Cake","6A43Djmhbe9100UwnI7epV","Fashion Nugget","6kPOXxCYCdXBzEbb9dqE90",33,"Cake",67,792410,"alternative rock;modern rock;pop rock;rock;sacramento indie"
"2088","No Surprises","1bSpwPhAxZwlR2enJJsv7U",72,"Radiohead","Radiohead","4Z8W4fKeB5YxbusRsdQVPb","OK Computer","7dxKtc08dYeRVHt3p9CZJn",33,"Radiohead",82,5599419,"alternative rock;art rock;melancholia;oxford indie;permanent wave;rock"
"2089","Vapour Trail","5gLZDzJ4mIWUtYbSWF5sXn",40,"Ride","Ride","0WPY9nnBy01s5QOt4o4oQX","Nowhere (Remastered)","2diUbPZw26xieOjm3l6oNd",33,"Ride",52,142011,"alternative rock;britpop;chamber psych;dream pop;new wave;noise pop;nu gaze;oxford indie;shoegaze"
"2090","Hyper-ballad","3jIzAeh7fhe70umAJrY3Fk",54,"Björk","Björk","7w29UYBi0qsHi5RTcv3lmA","Post","3p7WXDBxhC5KS9IFXnwae7",33,"Björk",66,1229184,"alternative dance;art pop;chamber psych;dance pop;electronica;electropop;experimental pop;experimental vocal;icelandic experimental;icelandic pop;metropopolis;permanent wave;pop rock;trip hop"
"2091","Between The Bars","52Bg6oaos7twR7IUtEpqcE",62,"Elliott Smith","Elliott Smith","2ApaG60P4r0yhBoDCGD8YG","Either/Or","5hryhrT7wEdLnZCbJX9F6L",33,"Elliott Smith",66,579082,"alternative rock;indie folk;indie pop;indie rock;melancholia;singer-songwriter"
"2092","Glory Box","3Ty7OTBNSigGEpeW2PqcsC",68,"Portishead","Portishead","6liAMWkVf5LH7YR9yfFy1Y","Dummy","3539EbNgIdEDGBKkUf4wno",33,"Portishead",65,1279494,"art pop;chamber psych;electronica;laboratorio;trip hop"
"2093","The Book Of Love","07FFwzTFpYPufycZJ6BXVU",0,"The Magnetic Fields","The Magnetic Fields","6RWjTQqILL7a1tQ0VapyLK","69 Love Songs","2VEDC7MJmuhhEPl20kfXxG",33,"The Magnetic Fields",57,157371,"alternative rock;anti-folk;art pop;art rock;chamber pop;e6fi;freak folk;indie folk;indie pop;indie rock;lo-fi;melancholia;metropopolis;permanent wave;stomp and holler;tape club"
"2094","Teardrop","67Hna13dNDkZvBpTXRIaOJ",70,"Massive Attack","Massive Attack","6FXMGgJwohJLUSr5nVlf9X","Mezzanine","49MNmJhZQewjt06rpwp6QR",33,"Massive Attack",70,1540354,"downtempo;electronica;trip hop"
"2095","Race For The Prize","0XczuPchMUnMpsLvHOsg9Y",0,"The Flaming Lips","The Flaming Lips","16eRpMNXSQ15wuJoeqguaB","The Soft Bulletin","0Gpcuci4CMpKHvZPM34KWg",33,"The Flaming Lips",65,582504,"alternative rock;art rock;freak folk;indie pop;indie rock;modern rock;noise pop;okc indie;rock"
"2096","End of a Century - 2012 Remaster","4em17FyyrOE8Miw8rJwJhn",46,"Blur","Blur","7MhMgCo0Bl0Kukl93PZbYS","Parklife","0YS25Dr3hMtMFlVTfuvzl4",33,"Blur",73,1951452,"alternative rock;britpop;dance rock;madchester;modern rock;permanent wave;pop rock;rock"
"2097","Loaded - Edit","6CInKVeUjxZYpTLd177d0S",0,"Primal Scream","Primal Scream","3wury2nd8idV4GecUg5xze","Dirty Hits - Limited Edition","55vpieVkyI8wm5lQEasuQN",33,"Primal Scream",61,338231,"alternative rock;big beat;britpop;chamber psych;dance rock;new wave;rock;scottish indie"
"2098","A Shot in the Arm","7bLiOJtUpzZ1AIBFtCRQYk",46,"Wilco","Wilco","2QoU3awHVdcHS8LrZEKvSM","Summerteeth","1JpaFJzzcsiulO6MdIcQdK",33,"Wilco",67,555897,"alternative country;alternative rock;chicago indie;indie pop;indie rock;pop rock;rock;roots rock;stomp and holler"
"2099","Needle In The Hay","1bFPKxP56XWDXJOwo3Kvfp",50,"Elliott Smith","Elliott Smith","2ApaG60P4r0yhBoDCGD8YG","Elliott Smith","0w0jXq1fLPMPCNsVmmxNnc",33,"Elliott Smith",66,579082,"alternative rock;indie folk;indie pop;indie rock;melancholia;singer-songwriter"
"2100","All I Need (feat. Beth Hirsch)","7jOM0KIKgIppqIEvEjixaj",47,"Air","Air feat. Beth Hirsch","1P6U1dCeHxPui5pIrGmndZ","Moon Safari","206GTDefY2qRMQxYXmfb0a",33,"Air",65,642064,"ambient pop;downtempo;electronica;trip hop"
"2101","The Facts of Life","7jreMMxd2UYRePUu1UziLg",0,"Black Box Recorder","Black Box Recorder","6Hd3xhv1sj3rlojjvGLkGR","The Facts of Life","3ln9MXACv6wjhytLh6E2WN",33,"Black Box Recorder",35,12582,"britpop"
"2102","Let's Get Together (In Our Minds)","2uspdNlxOmsOZ0jViTXKzj",33,"Gorky's Zygotic Mynci","Gorky's Zygotic Mynci","5ShFRZUGJZL1qMkIPtYV5M","Gorky 5","4lVjw9d2tP1jAHVutVGGV7",33,"Gorky's Zygotic Mynci",37,15574,"britpop;chamber pop;welsh rock"
"2103","Sure Shot","21REQ1bCUWphT2QK3bLWYQ",57,"Beastie Boys","Beastie Boys","03r4iKL2g2442PT9n2UKsx","Ill Communication","6lfjbwFGzQ6aSNP1N3JlT8",33,"Beastie Boys",73,1764867,"alternative rock;east coast hip hop;hip hop;old school hip hop;rap"
"2104","Holes - Remastered","55mEIzlNXYiUXoYgx9S4PI",16,"Mercury Rev","Mercury Rev","77oD8X9qLXZhpbCjv53l5n","Deserter's Songs","7djamhNmvVLPDg9FbO149d",33,"Mercury Rev",50,84053,"alternative rock;art pop;art rock;buffalo ny indie;chamber pop;chamber psych;indie rock;melancholia;shoegaze"
"2105","Dry The Rain (Remaster)","3soLwFvqNYT90pZHSZhmK2",43,"The Beta Band","The Beta Band","2LMR8u7DOMF0FBseDpTsRa","Dry the Rain (Remaster)","3vgtPUuKQeisfGXQohiewS",33,"The Beta Band",51,75024,"alternative rock;britpop;indie rock;scottish indie"
"2106","Angel","7uv632EkfwYhXoqf8rhYrg",62,"Massive Attack","Massive Attack","6FXMGgJwohJLUSr5nVlf9X","Mezzanine","49MNmJhZQewjt06rpwp6QR",33,"Massive Attack",70,1540354,"downtempo;electronica;trip hop"
"2107","The First Big Weekend","4BKJRy9GPS4Y3t61S1xEhF",5,"Arab Strap","Arab Strap","6g8Jqb5JMfv92eB2r0awTN","Ten Years of Tears","5zCiRS0qLH1Xfu9Pg4VV2g",33,"Arab Strap",43,32238,"chamber psych;scottish indie;slowcore"
"2108","She Don't Use Jelly","1dJuteDIOkGfDSN7zPkzNv",61,"The Flaming Lips","The Flaming Lips","16eRpMNXSQ15wuJoeqguaB","Transmissions From the Satellite Heart","0rr668ZzoNDQa1yxhSpBAw",33,"The Flaming Lips",65,582504,"alternative rock;art rock;freak folk;indie pop;indie rock;modern rock;noise pop;okc indie;rock"
"2109","Marbles","1ir3FqdSI4iuemAzzP4Bp7",0,"Tindersticks","Tindersticks","3dmSPhg0tdao8ePj4pySJ5","The First Tindersticks Album","6f0xe8U5g5kJtISb3FxZPN",33,"Tindersticks",52,121896,"art pop;art rock;chamber pop;electronica;melancholia;nottingham indie"
"2110","Around the World","1pKYYY0dkg23sQQXi0Q5zN",71,"Daft Punk","Daft Punk","4tZwfgrHOc3mvqYlEYSvVi","Homework","5uRdvUR7xCnHmUW8n64n9y",33,"Daft Punk",83,6835890,"electro;filter house"
"2111","1979 - Remastered 2012","5QLHGv0DfpeXLNFo7SFEy1",75,"The Smashing Pumpkins","The Smashing Pumpkins","40Yq4vzPs9VNUrIBG5Jr2i","Mellon Collie And The Infinite Sadness (Deluxe Edition)","55RhFRyQFihIyGf61MgcfV",33,"The Smashing Pumpkins",76,2990544,"alternative metal;alternative rock;grunge;modern rock;permanent wave;pop rock;rock"
"2112","Heart-Shaped Box","4OaV9UYQ3EfrBRPjoO6u7c",0,"Nirvana","Nirvana","6olE6TJLqED3rqDCT0FyPh","In Utero - 20th Anniversary - Deluxe Edition","7mhk75WqSVNIvxZumfCdvu",33,"Nirvana",84,11506167,"alternative rock;grunge;permanent wave;rock"
"2113","Only Shallow - Remastered Version","67jatXAtqVqAntRWTgLgDy",0,"My Bloody Valentine","My Bloody Valentine","3G3Gdm0ZRAOxLrbyjfhii5","Loveless","20YQiWvyD8Yi7Xge7ukVrm",33,"My Bloody Valentine",54,327670,"alternative rock;art pop;dream pop;lo-fi;noise pop;nu gaze;shoegaze"
"2114","Spanish Dance Troupe","7sTc6PNeimyzBmBePI6olP",34,"Gorky's Zygotic Mynci","Gorky's Zygotic Mynci","5ShFRZUGJZL1qMkIPtYV5M","Spanish Dance Troupe","3OfgECKWvA1AqL0AD9ws3r",33,"Gorky's Zygotic Mynci",37,15574,"britpop;chamber pop;welsh rock"
"2115","Opus 40 - Remastered","12r8PUOuD8ZYnX9xZFKFHZ",7,"Mercury Rev","Mercury Rev","77oD8X9qLXZhpbCjv53l5n","Deserter's Songs","7djamhNmvVLPDg9FbO149d",33,"Mercury Rev",50,84053,"alternative rock;art pop;art rock;buffalo ny indie;chamber pop;chamber psych;indie rock;melancholia;shoegaze"
"2116","Sour Times","6vTtCOimcPs5H1Jr9d0Aep",60,"Portishead","Portishead","6liAMWkVf5LH7YR9yfFy1Y","Dummy","3539EbNgIdEDGBKkUf4wno",33,"Portishead",65,1279494,"art pop;chamber psych;electronica;laboratorio;trip hop"
"2117","Corpses In Their Mouths","3kkDPzmtGVHhmedF3v9k7v",47,"Ian Brown","Ian Brown","3s398TKZNahAURRacx7oIT","Unfinished Monkey Business","7MtDCSa2vkF4yfNCNLjgLx",33,"Ian Brown",53,239825,"britpop;madchester;modern rock;warrington indie"
"2118","Beetlebum - 2012 Remaster","4OHVCeQYPncEwZOtNAJZZx",57,"Blur","Blur","7MhMgCo0Bl0Kukl93PZbYS","Blur [Special Edition]","7HvIrSkKGJCzd8AKyjTJ6Q",33,"Blur",73,1951452,"alternative rock;britpop;dance rock;madchester;modern rock;permanent wave;pop rock;rock"
"2119","Karma Police","3SVAN3BRByDmHOhKyIDxfC",74,"Radiohead","Radiohead","4Z8W4fKeB5YxbusRsdQVPb","OK Computer","7dxKtc08dYeRVHt3p9CZJn",33,"Radiohead",82,5599419,"alternative rock;art rock;melancholia;oxford indie;permanent wave;rock"
"2120","Susan's House","6DJGcxLJlkK7egBtb8iu8o",0,"Eels","Eels","3zunDAtRDg7kflREzWAhxl","Beautiful Freak","1GJwrOcVkg2kCtI8RUZEdy",33,"Eels",64,330539,"alternative rock;melancholia"
"2121","Velouria","74zx7Xg9U6e5zE1titeKU5",42,"Pixies","Pixies","6zvul52xwTWzilBZl6BUbT","Bossanova","4szmJLxJ8bBXJUy8auGAfb",33,"Pixies",73,1696112,"alternative rock;art rock;boston rock;modern rock;permanent wave;rock"
"2122","Patio Song","6fNg0XJSCq1Dn8GEtoDxbB",42,"Gorky's Zygotic Mynci","Gorky's Zygotic Mynci","5ShFRZUGJZL1qMkIPtYV5M","Barafundle","4gPAbPEWrnz3KmSvJJBS1f",33,"Gorky's Zygotic Mynci",37,15574,"britpop;chamber pop;welsh rock"
"2123","The State I Am in","2SOuSTml41dWzqtxN4dklr",41,"Belle & Sebastian","Belle & Sebastian","4I2BJf80C0skQpp1sQmA0h","Tigermilk","5wqa3AIalAtzA7X9HIuAer",33,"Belle & Sebastian",62,492829,"alternative rock;anti-folk;baroque pop;chamber pop;indie pop;indie rock;melancholia;scottish indie;scottish rock;twee pop"
"2124","Dig Me Out","49CNGIXziEQGrQCB10yTdp",0,"Sleater-Kinney","Sleater-Kinney","4wLIbcoqmqI4WZHDiBxeCB","Dig Me Out","5qC1sgtcg5MlIQngqNkUHy",33,"Sleater-Kinney",50,174148,"alternative pop;alternative rock;anti-folk;art pop;indie punk;indie rock;lilith;olympia wa indie;riot grrrl"
"2125","Play It Cool","6v2HhtvmEBbsw76r43JgVa",32,"Super Furry Animals","Super Furry Animals","0FOcXqJgJ1oq9XfzYTDZmZ","Radiator","7b3xhEEWvQdBLY78PppJxQ",33,"Super Furry Animals",47,82267,"alternative rock;britpop;chamber psych;welsh indie;welsh rock"
"2126","Lost Myself","4OAWwm87TNnCqWx1YBFhTH",41,"Longpigs","Longpigs","1o7zIbVAgDDHKijLVuLASg","The Sun Is Often Out","1QQKv2Y9uONbj8Dw6GUMB6",33,"Longpigs",41,27177,"britpop;sheffield indie"
"2127","Alright","5xC8uOesnn0udeXAYlAnoY",72,"Supergrass","Supergrass","0sHeX8oQ6o7xic3wMf4NBU","I Should Coco","3YfIjaJEWqiSbKPguS9Bxd",33,"Supergrass",63,384475,"alternative rock;britpop;modern rock;oxford indie;pop rock;rock"
"2128","Bluetonic","2JOi5i2Lm8VBpxk3IoyTEr",38,"The Bluetones","The Bluetones","66nOkPJTFgK25NMmojG04V","Expecting To Fly","4TLznkyFO4xBof2f4alxmQ",33,"The Bluetones",47,72613,"britpop"
"2129","U-Mass","17Qj1HcrBR00pmTvrs7vDW",0,"Pixies","Pixies","6zvul52xwTWzilBZl6BUbT","Trompe Le Monde","0W3TFGV3CokHLxXPeC3sEk",33,"Pixies",73,1696112,"alternative rock;art rock;boston rock;modern rock;permanent wave;rock"
"2130","You & Me Song","5KiKFJdmU6m0QWxpW9xjOB",54,"The Wannadies","The Wannadies","7GBLSeDdlx3gl2cxHvYuOh","Be A Girl","7bx60z6sWg9fz9Ve2AruOI",33,"The Wannadies",46,20288,"swedish alternative rock;swedish indie rock"
"2131","New French Girlfriend","1kKfa4rdmxdqiE1Edunf18",32,"The Auteurs","The Auteurs","5EtBXjUUyPJmiljpRdN6RJ","Now I'm A Cowboy","1ygQ16L2WlZVD2x8rpk2LR",33,"The Auteurs",30,10148,"britpop"
"2132","Soon - Remastered Version","1unh7tJrDhKe7RcK9taMCf",0,"My Bloody Valentine","My Bloody Valentine","3G3Gdm0ZRAOxLrbyjfhii5","Loveless","20YQiWvyD8Yi7Xge7ukVrm",33,"My Bloody Valentine",54,327670,"alternative rock;art pop;dream pop;lo-fi;noise pop;nu gaze;shoegaze"
"2133","Sexy Boy","6INLpBxo9F5QMer04VXEnd",60,"Air","Air","1P6U1dCeHxPui5pIrGmndZ","Moon Safari","5dmYtZVJ1bG9RyrZBRrkOA",33,"Air",65,642064,"ambient pop;downtempo;electronica;trip hop"
"2134","Human Behaviour","6Kz3o55LxMA11GbvFXHFtX",56,"Björk","Björk","7w29UYBi0qsHi5RTcv3lmA","Debut","2Fb37JsRMVPASJcl3wwDOa",33,"Björk",66,1229184,"alternative dance;art pop;chamber psych;dance pop;electronica;electropop;experimental pop;experimental vocal;icelandic experimental;icelandic pop;metropopolis;permanent wave;pop rock;trip hop"
"2135","Carnival","7KKJZtuZyQZkis9uwXK6yr",0,"The Cardigans","The Cardigans","1tqZaCwM57UFKjWoYwMLrw","Life","1EDoUyWhJCGu4vFDeqSwOO",33,"The Cardigans",67,623896,"dance pop;lilith;new wave pop;permanent wave;pop rock;swedish pop"
"2136","Just","4SE81CrzH0qPA8KHqM9Syz",62,"Radiohead","Radiohead","4Z8W4fKeB5YxbusRsdQVPb","The Bends","500FEaUzn8lN9zWFyZG5C2",33,"Radiohead",82,5599419,"alternative rock;art rock;melancholia;oxford indie;permanent wave;rock"
"2137","Range Life","7BOw93TggSWAsHjZOiJojz",0,"Pavement","Pavement","3inCNiUr4R6XQ3W43s9Aqi","Crooked Rain Crooked Rain","52fgw2MqRIPQMLxRi7dWZl",33,"Pavement",62,322431,"alternative pop;alternative rock;anti-folk;art rock;dance rock;freak folk;indie pop;indie rock;lo-fi;modern rock;new wave;rock"
"2138","Last Stop: This Town","5tqDIPhoNziW5ew3u4gwdS",44,"Eels","Eels","3zunDAtRDg7kflREzWAhxl","Electro-Shock Blues","6SZeOhypPklZ2oLywHluyS",33,"Eels",64,330539,"alternative rock;melancholia"
"2139","Doll Parts","2s5XeMTwRCvRpGHSDeTTyO",0,"Hole","Hole","5SHQUMAmEK5KmuSb0aDvsn","Live Through This","1EvUhZU1lQ7scplQ140i6m",33,"Hole",62,570575,"alternative rock;grunge;lilith;pop rock;rock"
"2140","History - Remastered 2016","52p8lRbIrKYjzwDMXgBVFO",49,"The Verve","The Verve","2cGwlqi3k18jFpUyTrsR84","A Northern Soul (2016 Remastered / Deluxe)","4V8NUW8yUln846aiOZ8ANR",33,"The Verve",70,1477797,"alternative rock;britpop;modern rock;permanent wave;pop rock;rock;shoegaze"
"2141","Still Life (feat. Joseph)","1Lp6ewfK7ABZWemResfRyK",54,"Henry Jamison","Henry Jamison feat. Joseph","2XdtmipGVPmA62ptDgX8QC","Still Life (feat. Joseph)","3Xk3lT15u68kn5kxyCdGGs",34,"Henry Jamison",62,55398,"indie anthem-folk;indie folk;new americana;pop folk;stomp and holler;vermont indie"
"2142","Gloria","1FAKozGHHmuafTOj2ESuZt",51,"Henry Jamison","Henry Jamison","2XdtmipGVPmA62ptDgX8QC","Gloria Duplex","33kQ6VPlEEAQTctQZQmd1b",34,"Henry Jamison",62,55398,"indie anthem-folk;indie folk;new americana;pop folk;stomp and holler;vermont indie"
"2143","Tourism (feat. Fenne Lily)","2KJDmklXioQpGuztAxKBqQ",37,"Henry Jamison","Henry Jamison feat. Fenne Lily","2XdtmipGVPmA62ptDgX8QC","Tourism","7G07UTNS6qqiu7c5cz7jcj",34,"Henry Jamison",62,55398,"indie anthem-folk;indie folk;new americana;pop folk;stomp and holler;vermont indie"
"2144","Atlantis - Demo","1HHFwFLJkGLe0tYS2i17gV",38,"Henry Jamison","Henry Jamison","2XdtmipGVPmA62ptDgX8QC","Atlantis (Demo)","3Pju42faS8LGEJEnk6ygNm",34,"Henry Jamison",62,55398,"indie anthem-folk;indie folk;new americana;pop folk;stomp and holler;vermont indie"
"2145","Boys","7GoxuKPMDqKRa1QEIIPXHR",46,"Henry Jamison","Henry Jamison","2XdtmipGVPmA62ptDgX8QC","Gloria Duplex","33kQ6VPlEEAQTctQZQmd1b",34,"Henry Jamison",62,55398,"indie anthem-folk;indie folk;new americana;pop folk;stomp and holler;vermont indie"
"2146","Florence Nightingale","5ZWKUPMt9huT8qiccbJIaT",28,"Henry Jamison","Henry Jamison","2XdtmipGVPmA62ptDgX8QC","Gloria Duplex","33kQ6VPlEEAQTctQZQmd1b",34,"Henry Jamison",62,55398,"indie anthem-folk;indie folk;new americana;pop folk;stomp and holler;vermont indie"
